Local Health Jurisdiction,GEOID,Number children under 6 w BLL at or above 3.5 µg/dL,Percent Children under  6 w BLL at or above 3.5 µg/dL ,Total Number children under 6 w/ BLL
Kern,6029003209,9,0.026086957,345
Kern,6029003210,7,0.014767932,474
Kern,6029003211,4,0.009049774,442
Kern,6029003212,1,0.003831418,261
Kern,6029003213,4,0.023529412,170
Kern,6029003214,0,0,196
Kern,6029003215,6,0.021352313,281
Kern,6029003216,3,0.011952191,251
Kern,6029003217,5,0.020080321,249
Kern,6029003218,12,0.018045113,665
Kern,6029003219,9,0.013313609,676
Kern,6029003220,7,0.016587678,422
Kern,6029003221,2,0.006578947,304
Kern,6029003222,0,0,78
Kern,6029003303,4,0.166666667,24
Kern,6029003304,11,0.106796117,103
Kern,6029003305,0,0,41
Kern,6029003307,0,0,20
Kern,6029003308,2,0.076923077,26
Kern,6029003400,40,0.13559322,295
Kern,6029003500,28,0.082352941,340
Kern,6029003600,39,0.141818182,275
Kern,6029003806,6,0.0234375,256
Kern,6029003807,5,0.023809524,210
Kern,6029003808,1,0.003436426,291
Kern,6029003810,2,0.017094017,117
Kern,6029003811,2,0.014492754,138
Kern,6029003812,4,0.013422819,298
Kern,6029003814,3,0.008450704,355
Kern,6029003815,4,0.01010101,396
Kern,6029003816,4,0.018779343,213
Kern,6029003817,2,0.009478673,211
Kern,6029003818,8,0.025,320
Kern,6029003819,3,0.015957447,188
